id,name,source_type,source_name
1337,Spineclaw Crab,DROP,Drop
1349,Rotten Little Helper,QUEST,Quest
1343,Bonkers,DROP,Drop
1351,Macabre Marionette,WORLDEVENT,World Event
1365,Treasure Goblin,PROMOTION,Promotion
1345,Gu'chi Swarmling,DROP,Drop
1346,Harmonious Porcupette,VENDOR,Vendor
1348,Jadefire Spirit,DROP,Drop
1321,Azure Crane Chick,DROP,Drop
1322,Blackfuse Bombling,DROP,Drop
1324,Ashwing Moth,WILDPET,Pet Battle
1350,Sky Lantern,VENDOR,Vendor
1325,Flamering Moth,WILDPET,Pet Battle
1326,Skywisp Moth,WILDPET,Pet Battle
1328,Ruby Droplet,DROP,Drop
1344,Vengeful Porcupette,VENDOR,Vendor
1333,Jademist Dancer,DROP,Drop
1335,Ominous Flame,DROP,Drop
1336,Skunky Alemental,DROP,Drop
1338,Gulp Froglet,DROP,Drop
1384,Hogs,ACHIEVEMENT,Achievement
1385,Albino Chimaeraling,QUEST,Quest
1387,Iron Starlette,QUEST,Quest
1386,Dread Hatchling,PROMOTION,Promotion
1514,Mystical Spring Bouquet,WORLDEVENT,World Event
1542,Frostwolf Pup,VENDOR,Vendor
1516,Bush Chicken,VENDOR,Vendor
1471,Fruit Hunter,DROP,Drop
1563,Bronze Whelpling,DROP,Drop
1442,Ghastly Kid,QUEST,Quest
1530,Frostwolf Ghostpup,PROFESSION,Profession
1532,Ikky,QUEST,Quest
1566,Everbloom Peachick,QUEST,Quest
1564,Doom Bloom,DROP,Drop
1572,Brilliant Bloodfeather,WILDPET,Pet Battle
1573,Golden Dawnfeather,WILDPET,Pet Battle
1574,Son of Sethe,VENDOR,Vendor
1394,Weebomination,QUEST,Quest
1567,Sentinel's Companion,QUEST,Quest
1568,Puddle Terror,QUEST,Quest
1569,Soul of the Forge,PROFESSION,Profession
1575,Sky Fry,VENDOR,Vendor
1576,Eye of Observation,DROP,Drop
1577,Bloodthorn Hatchling,VENDOR,Vendor
1545,Firewing,QUEST,Quest
1446,Meadowstomper Calf,VENDOR,Vendor
1447,Moonshell Crab,WILDPET,Pet Battle
1570,Sunfire Kaliri,QUEST,Quest
1429,Autumnal Sproutling,VENDOR,Vendor
1430,Forest Sproutling,VENDOR,Vendor
1432,Nightshade Sproutling,PROFESSION,Profession
1536,Zangar Spore,DROP,Drop
1537,Crimson Spore,DROP,Drop
1538,Umbrafen Spore,DROP,Drop
1539,Seaborne Spore,DROP,Drop
1426,Elekk Plushie,PROFESSION,Profession
1626,Fragment of Suffering,DROP,Drop
1434,Sun Sproutling,QUEST,Quest
1435,Leatherhide Runt,WILDPET,Pet Battle
1441,Mud Jumper,WILDPET,Pet Battle
1478,Syd the Squid,DROP,Drop
1540,Brilliant Spore,DROP,Drop
1546,Stormwing,ACHIEVEMENT,Achievement
1521,Cursed Birman,WORLDEVENT,World Event
1416,Teroclaw Hatchling,DROP,Drop
1615,Parched Lizard,WILDPET,Pet Battle
1412,Lifelike Mechanical Frostboar,PROFESSION,Profession
1523,Widget the Departed,WORLDEVENT,World Event
1636,Race MiniZep,ACHIEVEMENT,Achievement
1571,Albino River Calf,VENDOR,Vendor
1427,Frostfur Rat,WILDPET,Pet Battle
1450,Draenei Micro Defender,VENDOR,Vendor
1451,Molten Corgi,ACHIEVEMENT,Achievement
1453,River Calf,VENDOR,Vendor
1428,Zomstrok,DROP,Drop
1411,Royal Peachick,ACHIEVEMENT,Achievement
1524,"Netherspawn, Spawn of Netherspawn",DROP,Drop
1454,Murkidan,PROMOTION,Promotion
1455,Mossbite Skitterer,WILDPET,Pet Battle
1456,Thicket Skitterer,WILDPET,Pet Battle
1578,Frostshell Pincher,WILDPET,Pet Battle
1511,Lovebird Hatchling,VENDOR,Vendor
1543,Pygmy Cow,DROP,Drop
1449,Deathwatch Hatchling,VENDOR,Vendor
1457,Icespine Hatchling,WILDPET,Pet Battle
1458,Bone Wasp,VENDOR,Vendor
1544,Hatespark the Tiny,DROP,Drop
1565,Mechanical Scorpid,PROFESSION,Profession
1581,Fen Crab,WILDPET,Pet Battle
1396,Crazy Carrot,VENDOR,Vendor
1517,Blazing Cindercrawler,WORLDEVENT,World Event
1465,Amberbarb Wasp,WILDPET,Pet Battle
2868,Experiment 13,VENDOR,Vendor
1462,Bloodsting Wasp,WILDPET,Pet Battle
1463,Wood Wasp,WILDPET,Pet Battle
1582,Zangar Crawler,WILDPET,Pet Battle
1622,Grotesque,DROP,Drop
1627,Fragment of Desire,DROP,Drop
1628,Sister of Temptation,DROP,Drop
1403,Mechanical Axebeak,PROFESSION,Profession
1448,Sea Calf,PROFESSION,Profession
1464,Twilight Wasp,WILDPET,Pet Battle
1466,Brightpaw,PETSTORE,In-Game Shop
1579,Ironclaw Scuttler,WILDPET,Pet Battle
1623,Leviathan Hatchling,DROP,Drop
1495,Ore Eater,PROFESSION,Profession
1629,Stinkrot,DROP,Drop
1631,Hyjal Wisp,DROP,Drop
1467,Sky-Bo,DROP,Drop
1515,Stonegrinder,DROP,Drop
1624,Abyssius,DROP,Drop
1625,Fragment of Anger,DROP,Drop
1531,Ancient Nest Guardian,PROFESSION,Profession
1533,Lanticore Spawnling,DROP,Drop
1395,Lil' Leftovers,PROFESSION,Profession
1518,Stout Alemental,WORLDEVENT,World Event
1468,Bloodbeak,WILDPET,Pet Battle
1469,Junglebeak,WILDPET,Pet Battle
1470,Axebeak Hatchling,WILDPET,Pet Battle
1541,Hydraling,DROP,Drop
1738,Auburn Ringtail,WILDPET,Pet Battle
1739,Spring Strider,WILDPET,Pet Battle
1602,Grommloc,PROMOTION,Promotion
1603,Argi,PETSTORE,In-Game Shop
1604,Nethaera's Light,DROP,Drop
1605,Trunks,ACHIEVEMENT,Achievement
1583,Kelp Scuttler,WILDPET,Pet Battle
1586,Cerulean Moth,WILDPET,Pet Battle
1587,Royal Moth,WILDPET,Pet Battle
1778,Dust Bunny,WILDPET,Pet Battle
1802,Fetid Waveling,DROP,Drop
1803,Thistleleaf Adventurer,DROP,Drop
1588,Dusty Sporewing,VENDOR,Vendor
1589,Crimsonwing Moth,WILDPET,Pet Battle
1590,Swamplighter Firefly,WILDPET,Pet Battle
1591,Violet Firefly,WILDPET,Pet Battle
1592,Sapphire Firefly,WILDPET,Pet Battle
1593,Waterfly,WILDPET,Pet Battle
1660,Fel Pup,QUEST,Quest
1661,Lost Netherpup,VENDOR,Vendor
1662,Cinder Pup,DROP,Drop
1632,Sunblade Micro-Defender,DROP,Drop
1633,Chaos Pup,DROP,Drop
1634,Wretched Servant,DROP,Drop
1717,Extinguished Eye,VENDOR,Vendor
1718,Hateful Eye,WILDPET,Pet Battle
1719,Eye of Inquisition,DROP,Drop
1701,Enchanted Pen,PROFESSION,Profession
1720,Emmigosa,QUEST,Quest
1721,Stormborne Whelpling,DROP,Drop
1635,K'ute,ACHIEVEMENT,Achievement
1663,Periwinkle Calf,DROP,Drop
1690,Shard of Cyrukh,DROP,Drop
1750,Tiny Apparition,WILDPET,Pet Battle
1804,Risen Saber Kitten,DROP,Drop
1805,Alarm-o-Bot,VENDOR,Vendor
1722,Dream Whelpling,WILDPET,Pet Battle
1723,Nightmare Whelpling,DROP,Drop
1726,Burrow Spiderling,WILDPET,Pet Battle
1727,Nursery Spider,VENDOR,Vendor
1749,Rose Taipan,WILDPET,Pet Battle
1692,Savage Cub,VENDOR,Vendor
1693,Blazing Firehawk,VENDOR,Vendor
1728,Juvenile Scuttleback,WILDPET,Pet Battle
1655,Slithershock Elver,WILDPET,Pet Battle
1656,Young Talbuk,WILDPET,Pet Battle
1731,Felspider,WILDPET,Pet Battle
1664,Nightmare Bell,WILDPET,Pet Battle
1729,Olivetail Hare,WILDPET,Pet Battle
1672,Corrupted Nest Guardian,DROP,Drop
1713,Long-Eared Owl,WILDPET,Pet Battle
1714,Northern Hawk Owl,WILDPET,Pet Battle
1715,Nightwatch Swooper,VENDOR,Vendor
1708,Albatross Chick,WILDPET,Pet Battle
1806,Knockoff Blingtron,DROP,Drop
1725,Grumpling,WORLDEVENT,World Event
1734,Shimmering Aquafly,WILDPET,Pet Battle
1735,Terror Larva,WILDPET,Pet Battle
1775,Coralback Fiddler,WILDPET,Pet Battle
1776,Mudshell Conch,WILDPET,Pet Battle
1777,Broot,DROP,Drop
1705,Grumpy,QUEST,Quest
1716,Fledgling Warden Owl,VENDOR,Vendor
1752,Crispin,DROP,Drop
1753,Bleakwater Jelly,DROP,Drop
1754,Sewer-Pipe Jelly,VENDOR,Vendor
1755,Plump Jelly,VENDOR,Vendor
1706,Ashmaw Cub,QUEST,Quest
1756,Ridgeback Piglet,WILDPET,Pet Battle
1688,Crusher,VENDOR,Vendor
1759,Thaumaturgical Piglet,WILDPET,Pet Battle
1764,Energized Manafiend,DROP,Drop
1765,Empyreal Manafiend,DROP,Drop
1807,Vicious Broodling,WILDPET,Pet Battle
1736,Slithering Brownscale,WILDPET,Pet Battle
1737,Vale Flitter,WILDPET,Pet Battle
1687,Left Shark,DROP,Drop
1939,Legionnaire Murky,PROMOTION,Promotion
1730,Spectral Spinner,WORLDEVENT,World Event
1743,Black-Footed Fox Kit,WILDPET,Pet Battle
1744,Mist Fox Kit,WILDPET,Pet Battle
1760,Fel Piglet,VENDOR,Vendor
1766,Empowered Manafiend,DROP,Drop
1773,Erudite Manafiend,WILDPET,Pet Battle
1774,Eldritch Manafiend,WILDPET,Pet Battle
1665,Ghostshell Crab,VENDOR,Vendor
1666,Blorp,VENDOR,Vendor
1594,Mudback Calf,WILDPET,Pet Battle
1595,Flat-Tooth Calf,WILDPET,Pet Battle
1596,Veilwatcher Hatchling,VENDOR,Vendor
1761,Echo Batling,WILDPET,Pet Battle
1762,Hog-Nosed Bat,WILDPET,Pet Battle
1597,Kaliri Hatchling,VENDOR,Vendor
1598,Glowing Sporebat,VENDOR,Vendor
1639,Graves,PROMOTION,Promotion
1740,Ghost Maggot,WORLDEVENT,World Event
1601,Servant of Demidos,DROP,Drop
1599,Shadow Sporebat,WILDPET,Pet Battle
1600,Bone Serpent,WILDPET,Pet Battle
1709,Fledgling Kingfeather,WILDPET,Pet Battle
1710,Fledgling Oliveback,WILDPET,Pet Battle
1711,Skyhorn Nestling,QUEST,Quest
1691,Nibbles,PROMOTION,Promotion
1699,Enchanted Cauldron,PROFESSION,Profession
1700,Enchanted Torch,PROFESSION,Profession
1712,Golden Eaglet,WILDPET,Pet Battle
1741,Ghastly Rat,WORLDEVENT,World Event
1763,Spiketail Beaver,WILDPET,Pet Battle
1809,Crystalline Broodling,WILDPET,Pet Battle
1810,Thornclaw Broodling,WILDPET,Pet Battle
1808,Leyline Broodling,PROFESSION,Profession
1828,Baby Winston,PROMOTION,Promotion
1884,Baby Elderhorn,VENDOR,Vendor
1885,Sunborne Val'kyr,VENDOR,Vendor
1886,Trigger,PROFESSION,Profession
1887,Wyrmy Tunkins,PROFESSION,Profession
1903,Zoom,ACHIEVEMENT,Achievement
1888,Celestial Calf,VENDOR,Vendor
1889,Felbat Pup,WILDPET,Pet Battle
1890,Corgi Pup,VENDOR,Vendor
2869,Tinyclaw,VENDOR,Vendor
1907,Pygmy Owl,DROP,Drop
2063,Sneaky Marmot,DROP,Drop
2116,Orphaned Marsuul,VENDOR,Vendor
2124,Bilescourge,WILDPET,Pet Battle
1926,Hungering Claw,DROP,Drop
2071,Bronze Proto-Whelp,QUEST,Quest
2091,Corrupted Blood,DROP,Drop
2092,Unstable Tendril,DROP,Drop
1952,Dreadmaw,DROP,Drop
1953,Snobold Runt,DROP,Drop
1997,Crackers,QUEST,Quest
2018,Paradox Spirit,VENDOR,Vendor
1938,Rescued Fawn,ACHIEVEMENT,Achievement
2076,SpeedyNumberIII,,
1914,Coastal Sandpiper,WILDPET,Pet Battle
2093,Amalgam of Destruction,ACHIEVEMENT,Achievement
2122,Antoran Bile Larva,WILDPET,Pet Battle
1954,Nerubian Swarmer,DROP,Drop
1955,Magma Rageling,DROP,Drop
1956,Ironbound Proto-Whelp,DROP,Drop
1957,Runeforged Servitor,DROP,Drop
2049,Son of Skum,ACHIEVEMENT,Achievement
2064,Mining Monkey,ACHIEVEMENT,Achievement
2065,Dig Rat,DROP,Drop
2158,Mailemental,ACHIEVEMENT,Achievement
2123,Bile Larva,WILDPET,Pet Battle
1958,Sanctum Cub,DROP,Drop
1959,Winter Rageling,DROP,Drop
1960,Snaplasher,DROP,Drop
1961,G0-R41-0N Ultratonk,DROP,Drop
1978,Dutiful Squire,ACHIEVEMENT,Achievement
1979,Dutiful Gruntling,ACHIEVEMENT,Achievement
2062,Shadow,PETSTORE,In-Game Shop
1915,Blind Rat,WILDPET,Pet Battle
2078,Tinytron,DROP,Drop
2079,Discarded Experiment,DROP,Drop
1928,Firebat Pup,DISCOVERY,Discovery
1929,Corgnelius,DISCOVERY,Discovery
1962,Creeping Tentacle,DROP,Drop
1963,Boneshard,DROP,Drop
1964,Blood Boil,DROP,Drop
2114,Globe Yeti,WORLDEVENT,World Event
2118,Docile Skyfin,DROP,Drop
2080,Rattlejaw,DROP,Drop
2081,Twilight Clutch-Sister,DROP,Drop
2082,Bound Stream,DROP,Drop
1965,Blightbreath,DROP,Drop
1966,Soulbroken Whelpling,DROP,Drop
1967,Drudge Ghoul,DROP,Drop
1968,Wicked Soul,DROP,Drop
2051,Twilight,PETSTORE,In-Game Shop
2058,Foe Reaper 0.9,VENDOR,Vendor
1932,Nightmare Lasher,WILDPET,Pet Battle
1940,Knight-Captain Murky,PROMOTION,Promotion
2072,Ageless Bronze Drake,DROP,Drop
2119,Fel-Afflicted Skyfin,DROP,Drop
1920,Transmutant,PROFESSION,Profession
1921,Untethered Wyrmling,QUEST,Quest
2083,Faceless Minion,DROP,Drop
1969,Stardust,QUEST,Quest
2001,Dibbler,DROP,Drop
2002,Naxxy,WORLDEVENT,World Event
2042,Scraps,DROP,Drop
1927,Ash'ana,VENDOR,Vendor
3409,Tide Spirit,DROP,Drop
3410,Dust Spirit,DROP,Drop
3411,Blaze Spirit,DROP,Drop
3412,Gale Spirit,DROP,Drop
2113,Felclaw Marsuul,ACHIEVEMENT,Achievement
2117,Fel Lasher,PROFESSION,Profession
2120,Grasping Manifestation,DROP,Drop
1918,Alliance Enthusiast,ACHIEVEMENT,Achievement
1922,Lurking Owl Kitten,QUEST,Quest
2084,Zephyrian Prince,DROP,Drop
2003,Hearthy,ACHIEVEMENT,Achievement
1912,Young Mutant Warturtle,WILDPET,Pet Battle
1913,Gleamhoof Fawn,WILDPET,Pet Battle
2077,Ghost Shark,PROFESSION,Profession
2121,Fossorial Bile Larva,PROFESSION,Profession
1934,Benax,DROP,Drop
1943,Noblegarden Bunny,WORLDEVENT,World Event
2041,Pocket Cannon,VENDOR,Vendor
2086,Blazehound,DROP,Drop
2087,Cinderweb Recluse,DROP,Drop
2088,Surger,DROP,Drop
2022,Tylarr Gronnden,VENDOR,Vendor
1931,Court Scribe,VENDOR,Vendor
1998,Everliving Spore,DROP,Drop
1941,Snowfang,WILDPET,Pet Battle
2050,Orphaned Felbat,DROP,Drop
2089,Infernal Pyreclaw,DROP,Drop
2090,Faceless Mindlasher,DROP,Drop
2035,Bloodbrood Whelpling,VENDOR,Vendor
2036,Frostbrood Whelpling,VENDOR,Vendor
2037,Vilebrood Whelpling,VENDOR,Vendor
2047,"Ban-Fu, Cub of Ban-Lu",VENDOR,Vendor
1999,Cavern Moccasin,DROP,Drop
2000,Young Venomfang,DROP,Drop
2004,Trashy,VENDOR,Vendor
1919,Horde Fanatic,ACHIEVEMENT,Achievement
1936,Mischief,PETSTORE,In-Game Shop
1974,Snowfeather Hatchling,DROP,Drop
1975,Direbeak Hatchling,DROP,Drop
1976,Sharptalon Hatchling,DROP,Drop
1933,Nightmare Treant,ACHIEVEMENT,Achievement
1984,Albino Buzzard,DROP,Drop
2085,Drafty,DROP,Drop
1935,Squirky,WILDPET,Pet Battle
1977,Bloodgazer Hatchling,DROP,Drop
2057,Tricorne,VENDOR,Vendor
1930,Lagan,WILDPET,Pet Battle
1937,Wondrous Wisdomball,QUEST,Quest
2115,Cross Gazer,VENDOR,Vendor
1917,Stormstruck Beaver,WILDPET,Pet Battle
2143,Tottle,PROMOTION,Promotion
2135,Rebellious Imp,DROP,Drop
2136,Uuna,DROP,Drop
2126,Antoran Bilescourge,WILDPET,Pet Battle
2127,Flickering Argunite,WILDPET,Pet Battle
2128,Warpstalker Runt,WILDPET,Pet Battle
2129,Voidstalker Runt,WILDPET,Pet Battle
2130,Void Shardling,WILDPET,Pet Battle
2131,Arcane Gorger,WILDPET,Pet Battle
2132,Felcrazed Wyrm,WILDPET,Pet Battle
2133,Pygmy Marsuul,WILDPET,Pet Battle
2134,Skyfin Juvenile,WILDPET,Pet Battle
2157,Dart,QUEST,Quest
2184,Whomper,PETSTORE,In-Game Shop
2185,Cap'n Crackers,PETSTORE,In-Game Shop
2165,Francois,DROP,Drop
2163,Silithid Mini-Tank,DROP,Drop
2186,Spawn of Merektha,DROP,Drop
2187,Filthy Slime,DROP,Drop
2188,Poda,QUEST,Quest
2189,Smoochums,VENDOR,Vendor
4849,Flotsam Harvester,VENDOR,Vendor
2196,Lil' Tika,QUEST,Quest
2197,Direhorn Hatchling,PROFESSION,Profession
2198,Taptaf,WILDPET,Pet Battle
2199,Restored Revenant,PROFESSION,Profession
2190,Guardian Cobra Hatchling,QUEST,Quest
2192,Vengeful Chicken,QUEST,Quest
2201,Enchanted Tiki Mask,PROFESSION,Profession
2202,Miimii,ACHIEVEMENT,Achievement
2395,Glutted Bleeder,WILDPET,Pet Battle
2397,Spectral Raven,WILDPET,Pet Battle
2398,Boghopper,WILDPET,Pet Battle
2403,Abyssal Eel,VENDOR,Vendor
2372,Shadowback Crawler,WILDPET,Pet Battle
2373,River Frog,WILDPET,Pet Battle
2404,Seabreeze Bumblebee,VENDOR,Vendor
2405,Corlain Falcon,VENDOR,Vendor
2374,Freshwater Crawler,WILDPET,Pet Battle
2375,Vale Marmot,WILDPET,Pet Battle
2399,Hermit Crab,WILDPET,Pet Battle
2400,Coastal Bounder,WILDPET,Pet Battle
2406,Drustvar Piglet,VENDOR,Vendor
2407,Frenzied Cottontail,VENDOR,Vendor
2418,Child of Jani,VENDOR,Vendor
2419,Swamp Toad,VENDOR,Vendor
2376,Valley Chicken,WILDPET,Pet Battle
2377,Sandyback Crawler,WILDPET,Pet Battle
2378,River Otter,WILDPET,Pet Battle
2408,Bilefang Skitterer,VENDOR,Vendor
2409,Greatwing Macaw,VENDOR,Vendor
2379,Honey Bee,WILDPET,Pet Battle
2380,Parasitic Boarfly,WILDPET,Pet Battle
2381,Shack Crab,WILDPET,Pet Battle
2352,Baa'l,WILDPET,Pet Battle
2410,Mechanical Prairie Dog,VENDOR,Vendor
2411,Wicker Pup,DROP,Drop
2382,Inland Croaker,WILDPET,Pet Battle
2383,Giant Woodworm,WILDPET,Pet Battle
2384,Shore Butterfly,WILDPET,Pet Battle
2401,Rooter,ACHIEVEMENT,Achievement
2402,Brutus,ACHIEVEMENT,Achievement
2412,Tiny Direhorn,VENDOR,Vendor
2413,Zandalari Shinchomper,VENDOR,Vendor
2385,Barrier Hermit,WILDPET,Pet Battle
2386,Coastal Scuttler,WILDPET,Pet Battle
2387,Golden Beetle,WILDPET,Pet Battle
2414,Bloodfeaster Larva,VENDOR,Vendor
2415,Tragg the Curious,VENDOR,Vendor
2388,Bloodfever Tarantula,WILDPET,Pet Battle
2389,Elusive Skimmer,WILDPET,Pet Battle
2390,Leafy Flutterwing,WILDPET,Pet Battle
2416,Lil' Ben'fon,VENDOR,Vendor
2417,Ranishu Runt,VENDOR,Vendor
2392,Young Sand Sifter,WILDPET,Pet Battle
2393,Sticky Oozeling,WILDPET,Pet Battle
2394,Returned Hatchling,WILDPET,Pet Battle
2439,Azerite Puddle,VENDOR,Vendor
2440,Fozling,DROP,Drop
2478,Sir Snips,ACHIEVEMENT,Achievement
2479,Bucketshell,ACHIEVEMENT,Achievement
2432,Fuzzy Creepling,DROP,Drop
2437,Ragepeep,DROP,Drop
2443,Lil' Siege Tower,VENDOR,Vendor
2444,Lil' War Machine,VENDOR,Vendor
2421,Saurolisk Hatchling,WILDPET,Pet Battle
2422,Blue Flitter,WILDPET,Pet Battle
2423,Freshwater Pincher,WILDPET,Pet Battle
2424,Crimson Frog,VENDOR,Vendor
2747,Gruesome Belcher,VENDOR,Vendor
2425,Barnacled Hermit Crab,WILDPET,Pet Battle
2426,Sandstinger Wasp,WILDPET,Pet Battle
2427,Cou'pa,VENDOR,Vendor
2428,Carnivorous Lasher,VENDOR,Vendor
2429,Azeriti,VENDOR,Vendor
2430,Lost Platysaur,VENDOR,Vendor
2445,Scuttle,DROP,Drop
2446,Sparkleshell Sandcrawler,DROP,Drop
2447,Kindleweb Spiderling,DROP,Drop
2448,Craghoof Kid,DROP,Drop
2449,False Knucklebump,DROP,Drop
2450,Tinder Pup,DROP,Drop
2442,Bumbles,ACHIEVEMENT,Achievement
2451,Bloodstone Tunneler,DROP,Drop
2452,Poro,DROP,Drop
2441,Squawkling,DROP,Drop
2453,Juvenile Brineshell,DROP,Drop
2454,Kunchong Hatchling,DROP,Drop
2474,Gearspring Hopper,PROFESSION,Profession
2475,Slippy,PROFESSION,Profession
2455,Captain Nibs,DROP,Drop
2456,Barnaby,DROP,Drop
2476,Bloated Bloodfeaster,PROFESSION,Profession
2477,Baby Crawg,PROFESSION,Profession
2457,Coldlight Surfrunner,DROP,Drop
2458,Muskflank Calfling,DROP,Drop
2459,Snort,DROP,Drop
2460,Voru'kar Leecher,DROP,Drop
2461,Inky,DROP,Drop
2462,Octopode Fry,DROP,Drop
2463,Sandshell Chitterer,DROP,Drop
2464,Deathsting Scorpid,DROP,Drop
2420,Accursed Hexxer,VENDOR,Vendor
2438,Foulfeather,DROP,Drop
2465,Playful Frostkin,DROP,Drop
2466,Giggling Flame,DROP,Drop
2467,Mischievous Zephyr,DROP,Drop
2468,Laughing Stonekin,DROP,Drop
2431,Dreadtick Leecher,ACHIEVEMENT,Achievement
2433,Aldrusian Sproutling,DROP,Drop
2434,Voidwiggler,DROP,Drop
2435,Teeny Titan Orb,DROP,Drop
2436,Scabby,DROP,Drop
2469,Thistlebrush Bud,DROP,Drop
2471,Littlehoof,DROP,Drop
2472,Snapper,DROP,Drop
2473,Sunscale Hatchling,DROP,Drop
2549,Void Jelly,DROP,Drop
2550,Zur'aj the Depleted,DROP,Drop
2585,Kor'thik Swarmling,DROP,Drop
2586,Amberglow Stinger,DROP,Drop
2587,Spawn of Garalon,DROP,Drop
2748,Ziggy,VENDOR,Vendor
2749,Crypt Fiend,VENDOR,Vendor
2750,Shrieker,VENDOR,Vendor
2589,Living Amber,DROP,Drop
2590,Ravenous Prideling,DROP,Drop
2591,Happiness,ACHIEVEMENT,Achievement
2779,Anima Wyrmling,PROMOTION,Promotion
2537,Baby Zandalari Raptor,WILDPET,Pet Battle
2538,Dasher,DROP,Drop
2535,Wicker Wraith,ACHIEVEMENT,Achievement
2539,Trecker,VENDOR,Vendor
2540,Tanzil,VENDOR,Vendor
2525,Redridge Tarantula,DROP,Drop
2541,Proper Parrot,DROP,Drop
2531,Mechanical Cockroach,VENDOR,Vendor
2532,Leper Rat,VENDOR,Vendor
2526,Feathers,QUEST,Quest
2527,Child of Pa'ku,DROP,Drop
2533,Alarm-O-Dog,VENDOR,Vendor
2534,Mini Spider Tank,ACHIEVEMENT,Achievement
2528,Spawn of Krag'wa,DROP,Drop
2529,Thunder Lizard Runt,DROP,Drop
2563,Nightwreathed Watcher,QUEST,Quest
2530,Mechantula,PROFESSION,Profession
2544,Darkshore Sentinel,DROP,Drop
2579,Stoneclaw,DROP,Drop
2580,Wayward Spirit,DROP,Drop
2581,Comet,DROP,Drop
2545,Gust of Cyclarus,DROP,Drop
2546,Detective Ray,DROP,Drop
2777,Gillvanas,PROMOTION,Promotion
2778,Finduin,PROMOTION,Promotion
2582,Baoh-Xi,DROP,Drop
2583,Azure Windseeker,DROP,Drop
2584,Spirit of the Spring,DROP,Drop
2547,Hydrath Droplet,DROP,Drop
2548,Everburning Treant,DROP,Drop
2689,Chitterspine Needler,DROP,Drop
2575,Mr. Crabs,QUEST,Quest
2576,Beakbert,QUEST,Quest
2577,Froglet,QUEST,Quest
2792,Papi,DROP,Drop
2793,Sunsoaked Flitter,DROP,Drop
2794,Crimson Skipper,DROP,Drop
2561,Thunderscale Whelpling,DROP,Drop
2562,Crimson Octopode,VENDOR,Vendor
2690,Caverndark Nightmare,DROP,Drop
2578,Scaley,QUEST,Quest
3389,The Quackcestor,WILDPET,Pet Battle
3390,Sophic Amalgamation,PROFESSION,Profession
2691,Chitterspine Devourer,VENDOR,Vendor
2780,Daisy,PETSTORE,In-Game Shop
2663,Junkheap Roach,WILDPET,Pet Battle
2664,Experimental Roach,WILDPET,Pet Battle
2665,Fleeting Frog,WILDPET,Pet Battle
2692,Lightless Ambusher,DROP,Drop
2638,Minimancer,ACHIEVEMENT,Achievement
2666,Yellow Junkhopper,WILDPET,Pet Battle
2667,Motorized Croaker,WILDPET,Pet Battle
2668,Copper Hopper,WILDPET,Pet Battle
2694,Mindlost Bloodfrenzy,DROP,Drop
2669,Rustbolt Clucker,WILDPET,Pet Battle
2670,Mechagon Marmot,WILDPET,Pet Battle
2671,Specimen 97,WILDPET,Pet Battle
2695,Daggertooth Frenzy,DROP,Drop
2696,Nameless Octopode,DROP,Drop
2697,Amethyst Softshell,DROP,Drop
2796,Void-Scarred Toad,WILDPET,Pet Battle
2797,Void-Scarred Pup,VENDOR,Vendor
2672,Alloyed Alleyrat,WILDPET,Pet Battle
2673,Scrapyard Tunneler,WILDPET,Pet Battle
2698,Prismatic Softshell,VENDOR,Vendor
2699,Damplight Slug,VENDOR,Vendor
2700,Wriggler,DROP,Drop
2701,Seafury,DROP,Drop
2621,Lil' Nefarian,WORLDEVENT,World Event
2622,Jingles,WORLDEVENT,World Event
2645,Sandclaw Pincher,WILDPET,Pet Battle
2646,Sandclaw Sunshell,WILDPET,Pet Battle
2647,Glimmershell Scuttler,WILDPET,Pet Battle
2674,H4ND-EE,WILDPET,Pet Battle
2675,Clanking Scrapsorter,WILDPET,Pet Battle
2702,Stormwrath,DROP,Drop
2703,Sandkeep,DROP,Drop
2704,Scalebrood Hydra,DROP,Drop
2623,Dottie,PETSTORE,In-Game Shop
2648,Chitterspine Skitterling,WILDPET,Pet Battle
2649,Hissing Chitterspine,WILDPET,Pet Battle
2650,Great Sea Albatross,WILDPET,Pet Battle
2651,Deeptide Fingerling,WILDPET,Pet Battle
2676,Malfunctioning Microbot,WILDPET,Pet Battle
2677,Twilight Whelpling,WILDPET,Pet Battle
2680,Zanj'ir Poker,DROP,Drop
2706,Brinestone Algan,DROP,Drop
2707,Budding Algan,DROP,Drop
2719,Bonebiter,DROP,Drop
2652,Bloodseeker,WILDPET,Pet Battle
2653,Spireshell Snail,WILDPET,Pet Battle
2657,Blackchasm Crawler,WILDPET,Pet Battle
2658,Chitterspine Deepstalker,WILDPET,Pet Battle
2659,Trench Slug,WILDPET,Pet Battle
2678,Abyssal Slitherling,WILDPET,Pet Battle
2681,Murgle,DROP,Drop
2708,Coral Lashling,DROP,Drop
2482,Wolf Balloon,VENDOR,Vendor
2483,Murloc Balloon,VENDOR,Vendor
2484,Horse Balloon,VENDOR,Vendor
2682,Necrofin Tadpole,DROP,Drop
2709,Skittering Eel,DROP,Drop
2710,Drowned Hatchling,VENDOR,Vendor
2720,Arachnoid Skitterbot,DROP,Drop
2721,Echoing Oozeling,QUEST,Quest
2754,Ghostly Whelpling,DROP,Drop
2660,Muck Slug,WILDPET,Pet Battle
2683,Kelpfin,ACHIEVEMENT,Achievement
2711,Golden Snorf,DROP,Drop
