id,name,source_type,source_name,faction
611,Tundra Icehoof,DROP,Drop,
612,Bloodhoof Bull,DROP,Drop,
613,Ironhoof Destroyer,DROP,Drop,
614,Mottled Meadowstomper,DROP,Drop,
615,Trained Meadowstomper,QUEST,Quest,
616,Shadowhide Pearltusk,DROP,Drop,
617,Dusty Rockhide,VENDOR,Vendor,Alliance
618,Armored Irontusk,VENDOR,Vendor,Alliance
619,Blacksteel Battleboar,ACHIEVEMENT,Achievement,
620,Rocktusk Battleboar,VENDOR,Vendor,
621,Armored Frostboar,ACHIEVEMENT,Achievement,
622,Armored Razorback,DROP,Drop,
623,Frostplains Battleboar,ACHIEVEMENT,Achievement,
624,Wild Goretusk,VENDOR,Vendor,
625,Domesticated Razorback,VENDOR,Vendor,
626,Giant Coldsnout,DROP,Drop,
627,Great Greytusk,DROP,Drop,
628,Trained Rocktusk,QUEST,Quest,
629,Trained Riverwallow,QUEST,Quest,
741,Mystic Runesaber,PETSTORE,In-Game Shop,
664,Emerald Drake,ACHIEVEMENT,Achievement,
663,Bloodfang Widow,VENDOR,Vendor,
769,Minion of Grumpus,WORLDEVENT,World Event,
775,Prestigious War Steed,ACHIEVEMENT,Achievement,Alliance
854,Great Northern Elderhorn,PROFESSION,Profession,
781,Infinite Timereaver,WORLDEVENT,World Event,
751,Felsteel Annihilator,DROP,Drop,
762,Coalfist Gronnling,DROP,Drop,
760,Wild Gladiator's Felblood Gronnling,ACHIEVEMENT,Achievement,
761,Warmongering Gladiator's Felblood Gronnling,ACHIEVEMENT,Achievement,
763,Illidari Felstalker,PROMOTION,Promotion,
764,Grove Warden,QUEST,Quest,
779,Spirit of Eche'ro,PROFESSION,Profession,
753,Corrupted Dreadwing,VENDOR,Vendor,
759,Primal Gladiator's Felblood Gronnling,ACHIEVEMENT,Achievement,
1212,Island Thunderscale,DROP,Drop,
1247,Mechacycle Model W,ACHIEVEMENT,Achievement,
1243,Beastlord's Warwolf,VENDOR,Vendor,
1252,Mechagon Peacekeeper,DROP,Drop,
1253,Scrapforged Mechaspider,QUEST,Quest,
1254,Rustbolt Resistor,VENDOR,Vendor,
1242,Beastlord's Irontusk,VENDOR,Vendor,
768,Deathtusk Felboar,VENDOR,Vendor,
772,Soaring Skyterror,ACHIEVEMENT,Achievement,
765,Bristling Hellboar,VENDOR,Vendor,
758,Infernal Direwolf,ACHIEVEMENT,Achievement,
778,Eclipse Dragonhawk,VENDOR,Vendor,
756,Vicious War Kodo,VENDOR,Vendor,Horde
682,Voidtalon of the Dark Star,DROP,Drop,
776,Swift Spectral Rylak,ACHIEVEMENT,Achievement,
791,Felblaze Infernal,DROP,Drop,
793,Predatory Bloodgazer,QUEST,Quest,
794,Brilliant Direbeak,QUEST,Quest,
795,Snowfeather Hunter,QUEST,Quest,
796,Viridian Sharptalon,QUEST,Quest,
797,Steelbound Devourer,PROFESSION,Profession,
784,Prestigious War Wolf,ACHIEVEMENT,Achievement,Horde
802,Long-Forgotten Hippogryph,DISCOVERY,Discovery,
803,Mastercraft Gravewing,DROP,Drop,
804,Ratstallion,ACHIEVEMENT,Achievement,
800,Brinedeep Bottom-Feeder,VENDOR,Vendor,
937,Black Qiraji War Tank,QUEST,Quest,
898,Netherlord's Chaotic Wrathsteed,QUEST,Quest,
999,Xiwyllag ATV,PROFESSION,Profession,
889,Shadowblade's Lethal Omen,VENDOR,Vendor,
890,Shadowblade's Baneful Omen,VENDOR,Vendor,
891,Shadowblade's Crimson Omen,VENDOR,Vendor,
947,Riddler's Mind-Worm,DROP,Drop,
948,Demonic Gladiator's Storm Dragon,ACHIEVEMENT,Achievement,
944,Valarjar Stormwing,DROP,Drop,
949,Luminous Starseeker,PETSTORE,In-Game Shop,
958,Spectral Pterrorwing,VENDOR,Vendor,Horde
826,Prestigious Bronze Courser,ACHIEVEMENT,Achievement,
831,Prestigious Royal Courser,ACHIEVEMENT,Achievement,
978,Violet Spellwing,QUEST,Quest,
838,Fathom Dweller,DROP,Drop,
846,Leyfeather Hippogryph,ACHIEVEMENT,Achievement,
962,Darkmoon Dirigible,VENDOR,Vendor,
993,Squawks,DROP,Drop,
994,Royal Seafeather,DROP,Drop,
995,Sharkbait,DROP,Drop,
1009,Starcursed Voidstrider,ACHIEVEMENT,Achievement,Alliance
872,Huntmaster's Dire Wolfhawk,VENDOR,Vendor,
930,Netherlord's Brimstone Wrathsteed,VENDOR,Vendor,
931,Netherlord's Accursed Wrathsteed,DROP,Drop,
956,Leaping Veinseeker,DROP,Drop,
877,Ivory Hawkstrider,VENDOR,Vendor,
832,Prestigious Forest Courser,ACHIEVEMENT,Achievement,
833,Prestigious Ivory Courser,ACHIEVEMENT,Achievement,
841,Vicious Gilnean Warhorse,VENDOR,Vendor,Alliance
842,Vicious War Trike,VENDOR,Vendor,Horde
997,Gilded Ravasaur,PROMOTION,Promotion,Horde
939,Sable Ruinstrider,VENDOR,Vendor,
834,Prestigious Azure Courser,ACHIEVEMENT,Achievement,
836,Prestigious Midnight Courser,ACHIEVEMENT,Achievement,
843,Vicious Warstrider,VENDOR,Vendor,Horde
848,Vindictive Gladiator's Storm Dragon,ACHIEVEMENT,Achievement,
1734,Shadowflame Shalewing,ACHIEVEMENT,Achievement,
849,Fearless Gladiator's Storm Dragon,ACHIEVEMENT,Achievement,
892,Highlord's Vengeful Charger,QUEST,Quest,
893,Highlord's Vigilant Charger,QUEST,Quest,
894,Highlord's Valorous Charger,VENDOR,Vendor,
844,Vicious War Elekk,VENDOR,Vendor,Alliance
847,Arcadian War Turtle,VENDOR,Vendor,
850,Cruel Gladiator's Storm Dragon,ACHIEVEMENT,Achievement,
851,Ferocious Gladiator's Storm Dragon,ACHIEVEMENT,Achievement,
852,Fierce Gladiator's Storm Dragon,ACHIEVEMENT,Achievement,
853,Dominant Gladiator's Storm Dragon,ACHIEVEMENT,Achievement,
968,Russet Ruinstrider,VENDOR,Vendor,
966,Beryl Ruinstrider,VENDOR,Vendor,
967,Umber Ruinstrider,VENDOR,Vendor,
970,Maddened Chaosrunner,DROP,Drop,
971,Antoran Charhound,DROP,Drop,
972,Antoran Gloomhound,ACHIEVEMENT,Achievement,
973,Lambent Mana Ray,DROP,Drop,
896,Primal Flamesaber,PROMOTION,Promotion,
932,Lightforged Warframe,VENDOR,Vendor,
954,Shackled Ur'zul,DROP,Drop,
955,Vile Fiend,DROP,Drop,
845,Mechanized Lumber Extractor,ACHIEVEMENT,Achievement,
876,Vicious War Lion,VENDOR,Vendor,Alliance
945,Vicious War Fox,VENDOR,Vendor,Alliance
946,Vicious War Fox,VENDOR,Vendor,Horde
980,Acid Belcher,DROP,Drop,
979,Crimson Slavermaw,DROP,Drop,
883,Smoldering Ember Wyrm,DROP,Drop,
961,Lucid Nightmare,DROP,Drop,
974,Vibrant Mana Ray,DROP,Drop,
975,Felglow Mana Ray,DROP,Drop,
976,Scintillating Mana Ray,DROP,Drop,
934,Swift Spectral Hippogryph,ACHIEVEMENT,Achievement,
941,Highmountain Elderhorn,DROP,Drop,
942,Wild Dreamrunner,DROP,Drop,
981,Biletooth Gnasher,DROP,Drop,
982,Pond Nettle,PROFESSION,Profession,
899,Abyss Worm,DROP,Drop,
900,Vicious War Turtle,VENDOR,Vendor,Alliance
873,Vicious War Bear,VENDOR,Vendor,Alliance
874,Vicious War Bear,VENDOR,Vendor,Horde
926,Alabaster Hyena,VENDOR,Vendor,Horde
928,Dune Scavenger,DROP,Drop,
943,Cloudwing Hippogryph,DROP,Drop,
984,Blessed Felcrusher,DROP,Drop,
996,Seabraid Stallion,PROMOTION,Promotion,Alliance
983,Glorious Felcrusher,DROP,Drop,
1007,Highmountain Thunderhoof,ACHIEVEMENT,Achievement,Horde
985,Avenging Felcrusher,DROP,Drop,
986,Bleakhoof Ruinstrider,ACHIEVEMENT,Achievement,
881,Arcanist's Manasaber,QUEST,Quest,
882,Vicious War Scorpion,VENDOR,Vendor,Horde
884,Shadowblade's Murderous Omen,QUEST,Quest,
885,Highlord's Golden Charger,QUEST,Quest,
888,Farseer's Raging Tempest,QUEST,Quest,
878,Brawler's Burly Basilisk,VENDOR,Vendor,
875,Midnight,DROP,Drop,
901,Vicious War Turtle,VENDOR,Vendor,Horde
906,Darkspore Mana Ray,DROP,Drop,
933,Obsidian Krolusk,ACHIEVEMENT,Achievement,
1038,Zandalari Direhorn,ACHIEVEMENT,Achievement,Horde
1010,Admiralty Stallion,VENDOR,Vendor,Alliance
1011,"Shu-Zen, the Divine Sentinel",PETSTORE,In-Game Shop,
1045,Vicious War Clefthoof,VENDOR,Vendor,Horde
1046,Darkforge Ram,QUEST,Quest,Alliance
1047,Dawnforge Ram,QUEST,Quest,Alliance
1577,"Ash'adar, Harbinger of Dawn",TRADINGPOST,Trading Post,
1048,Dark Iron Core Hound,ACHIEVEMENT,Achievement,Alliance
1043,Kua'fon,QUEST,Quest,
1044,Mag'har Direwolf,ACHIEVEMENT,Achievement,Horde
1008,Nightborne Manasaber,ACHIEVEMENT,Achievement,Horde
1006,Lightforged Felcrusher,ACHIEVEMENT,Achievement,Alliance
1026,Vicious War Basilisk,VENDOR,Vendor,Horde
1028,Mecha-Mogul Mk2,PROFESSION,Profession,
1015,Dapple Gray,VENDOR,Vendor,Alliance
1012,Green Marsh Hopper,VENDOR,Vendor,
1013,Honeyback Harvester,QUEST,Quest,Alliance
1016,Smoky Charger,VENDOR,Vendor,Alliance
1018,Terrified Pack Mule,DROP,Drop,
1019,Goldenmane,DROP,Drop,
1051,The Dreadwake,PETSTORE,In-Game Shop,
1025,The Hivemind,DROP,Drop,
1030,Dread Gladiator's Proto-Drake,ACHIEVEMENT,Achievement,
1031,Sinister Gladiator's Proto-Drake,ACHIEVEMENT,Achievement,
1032,Notorious Gladiator's Proto-Drake,ACHIEVEMENT,Achievement,
1035,Corrupted Gladiator's Proto-Drake,ACHIEVEMENT,Achievement,
1833,Springtide Dreamtalon,VENDOR,Vendor,
1834,Ochre Dreamtalon,QUEST,Quest,
1835,Snowfluff Dreamtalon,VENDOR,Vendor,
1042,Siltwing Albatross,VENDOR,Vendor,
1039,Mighty Caravan Brutosaur,VENDOR,Vendor,
1049,Undercity Plaguebat,QUEST,Quest,Horde
1050,Vicious War Riverbeast,VENDOR,Vendor,Alliance
1027,Vicious War Basilisk,VENDOR,Vendor,Alliance
1040,Tomb Stalker,DROP,Drop,
1053,Underrot Crawg,DROP,Drop,
1057,Nazjatar Blood Serpent,DROP,Drop,
1054,Teldrassil Hippogryph,QUEST,Quest,Alliance
1058,Cobalt Pterrordax,VENDOR,Vendor,Horde
1059,Captured Swampstalker,VENDOR,Vendor,Horde
1060,Voldunai Dunescraper,VENDOR,Vendor,Horde
1061,Expedition Bloodswarmer,VENDOR,Vendor,Horde
1062,Dusky Waycrest Gryphon,VENDOR,Vendor,Alliance
1063,Stormsong Coastwatcher,VENDOR,Vendor,Alliance
1064,Proudmoore Sea Scout,VENDOR,Vendor,Alliance
1167,Frostshard Infernal,DROP,Drop,
1168,Fiery Hearthsteed,DROP,Drop,
1169,Surf Jelly,DROP,Drop,
1180,Swift Albino Raptor,DROP,Drop,
1182,Lil' Donkey,DROP,Drop,
1183,Skullripper,DROP,Drop,
1194,Vicious White Warsaber,VENDOR,Vendor,Alliance
1192,Prestigious Bloodforged Courser,ACHIEVEMENT,Achievement,
1195,Vicious Black Warsaber,VENDOR,Vendor,Alliance
1196,Vicious Black Bonesteed,VENDOR,Vendor,Horde
1172,Conqueror's Scythemaw,ACHIEVEMENT,Achievement,
1173,Broken Highland Mustang,DROP,Drop,Horde
1174,Highland Mustang,DROP,Drop,Alliance
1175,Twilight Avenger,DROP,Drop,
1176,Craghorn Chasm-Leaper,WORLDEVENT,World Event,
1197,Vicious White Bonesteed,VENDOR,Vendor,Horde
1178,Qinsho's Eternal Hound,ACHIEVEMENT,Achievement,
1179,Palehide Direhorn,VENDOR,Vendor,
1193,Meat Wagon,PROMOTION,Promotion,
1190,Pureheart Courser,DROP,Drop,
1191,Frenzied Feltalon,DROP,Drop,
1185,Witherbark Direwing,DROP,Drop,
1166,Great Sea Ray,PROFESSION,Profession,
1293,Ny'alotha Allseer,DROP,Drop,
1229,Rusty Mechanocrawler,DROP,Drop,
1258,Fabious,DROP,Drop,
1217,G.M.O.D.,DROP,Drop,
1218,Dazar'alor Windreaver,ACHIEVEMENT,Achievement,
1250,Mollie,DROP,Drop,
1297,Clutch of Ha-Li,DROP,Drop,
1282,Black Serpent of N'Zoth,ACHIEVEMENT,Achievement,
1311,Ivory Cloud Serpent,DROP,Drop,
1285,Frostwolf Snarler,ACHIEVEMENT,Achievement,Horde
1259,Silver Tidestallion,DROP,Drop,
1227,Aerial Unit R-21/X,DROP,Drop,
1292,Stormpike Battle Ram,ACHIEVEMENT,Achievement,Alliance
1206,Blue Marsh Hopper,VENDOR,Vendor,
1207,Yellow Marsh Hopper,VENDOR,Vendor,
1255,Deepcoral Snapdragon,QUEST,Quest,Alliance
1256,Snapdragon Kelpstalker,QUEST,Quest,Horde
1224,Wonderwing 2.0,ACHIEVEMENT,Achievement,
1260,Crimson Tidestallion,VENDOR,Vendor,
1249,Child of Torcali,QUEST,Quest,
1209,Stonehide Elderhorn,DROP,Drop,
1210,Bloodthirsty Dreadwing,VENDOR,Vendor,Horde
1262,Inkscale Deepseeker,VENDOR,Vendor,
1211,Bloodgorged Hunter,DROP,Drop,
1213,Risen Mare,DROP,Drop,
1248,Junkheap Drifter,DROP,Drop,
1257,Silent Glider,PROFESSION,Profession,
1214,Azureshell Krolusk,VENDOR,Vendor,Alliance
1237,Royal Snapdragon,DROP,Drop,
1238,Snapback Scuttler,ACHIEVEMENT,Achievement,
1283,Mechagon Mechanostrider,ACHIEVEMENT,Achievement,Alliance
1215,Rubyshell Krolusk,VENDOR,Vendor,Horde
1216,Priestess' Moonsaber,VENDOR,Vendor,Alliance
1269,Swift Spectral Fathom Ray,ACHIEVEMENT,Achievement,
1270,Swift Spectral Magnetocraft,ACHIEVEMENT,Achievement,
1271,Swift Spectral Armored Gryphon,ACHIEVEMENT,Achievement,
1272,Swift Spectral Pterrordax,ACHIEVEMENT,Achievement,
1199,Blackpaw,DROP,Drop,
1200,Ashenvale Chimaera,DROP,Drop,
1201,Frightened Kodo,DROP,Drop,
1203,Umber Nightsaber,DROP,Drop,
1198,Kul Tiran Charger,ACHIEVEMENT,Achievement,Alliance
1204,Sandy Nightsaber,VENDOR,Vendor,
1205,Kaldorei Nightsaber,DROP,Drop,
1287,Explorer's Jungle Hopper,PROMOTION,Promotion,
1288,Explorer's Dunetrekker,PROMOTION,Promotion,
1312,Gargantuan Grrloc,PETSTORE,In-Game Shop,
1220,Bruce,QUEST,Quest,
1239,X-995 Mechanocat,DROP,Drop,
1265,Uncorrupted Voidwing,QUEST,Quest,
1286,Caravan Hyena,ACHIEVEMENT,Achievement,Horde
1231,Ankoan Waveray,VENDOR,Vendor,
1232,Azshari Bloatray,ACHIEVEMENT,Achievement,
1245,Bloodflank Charger,ACHIEVEMENT,Achievement,Horde
1246,Ironclad Frostclaw,ACHIEVEMENT,Achievement,Alliance
1290,"Squeakers, the Trickster",PETSTORE,In-Game Shop,
1298,Hopecrusher Gargon,DROP,Drop,
1299,Battle Gargon Vrednic,DROP,Drop,
1240,Obsidian Worldbreaker,ACHIEVEMENT,Achievement,
1291,Lucky Yun,PETSTORE,In-Game Shop,
1266,Alabaster Stormtalon,TRADINGPOST,Trading Post,Alliance
1267,Alabaster Thunderwing,TRADINGPOST,Trading Post,Horde
1230,Unshackled Waveray,VENDOR,Vendor,
1277,Honeyback Hivemother,,,
1219,Glacial Tidestorm,DROP,Drop,
1302,Dreamlight Runestag,DROP,Drop,
1303,Enchanted Dreamlight Runestag,DROP,Drop,
1304,Mawsworn Soulhunter,DROP,Drop,
1305,Darkwarren Hardshell,DROP,Drop,
1306,Swift Gloomhoof,DROP,Drop,
1307,Sundancer,DROP,Drop,
1309,Chittering Animite,DROP,Drop,
1221,"Hogrus, Swine of Good Fortune",PETSTORE,In-Game Shop,
1222,Vulpine Familiar,PETSTORE,In-Game Shop,
1223,Sylverian Dreamer,PETSTORE,In-Game Shop,
1310,Horrid Dredwing,DROP,Drop,
1289,Ensorcelled Everwyrm,PROMOTION,Promotion,
1225,Crusader's Direhorn,QUEST,Quest,Horde
1315,Mail Muncher,DROP,Drop,
1330,Sunwarmed Furline,PETSTORE,In-Game Shop,
1332,Silky Shimmermoth,VENDOR,Vendor,
1314,Drake of the Four Winds,DROP,Drop,
1313,Rajani Warserpent,VENDOR,Vendor,
1405,Restoration Deathwalker,ACHIEVEMENT,Achievement,
1422,Warstitched Darkhound,DROP,Drop,
1438,Bulbous Necroray,DROP,Drop,
1439,Infested Necroray,DROP,Drop,
1441,Bound Shadehound,QUEST,Quest,
1442,Corridor Creeper,ACHIEVEMENT,Achievement,
1424,Snowstorm,PROMOTION,Promotion,
1430,Desertwing Hunter,PROFESSION,Profession,
1574,Crusty Crawler,TRADINGPOST,Trading Post,
1393,Wild Glimmerfur Prowler,DROP,Drop,
1397,Wildseed Cradle,DROP,Drop,
1416,Mawsworn Charger,ACHIEVEMENT,Achievement,
1417,Hand of Hrestimorak,DROP,Drop,
1354,Shadeleaf Runestag,DROP,Drop,
1355,Wakener's Runestag,DROP,Drop,
1356,Winterborn Runestag,DROP,Drop,
1357,Enchanted Shadeleaf Runestag,DROP,Drop,
1358,Enchanted Wakener's Runestag,DROP,Drop,
1359,Enchanted Winterborn Runestag,DROP,Drop,
1360,Shimmermist Runner,DROP,Drop,
1361,Duskflutter Ardenmoth,VENDOR,Vendor,
1362,Spinemaw Gladechewer,DROP,Drop,
1420,Umbral Scythehorn,VENDOR,Vendor,
1431,Pale Regal Cervid,PROFESSION,Profession,
1376,Silvertip Dredwing,VENDOR,Vendor,
1377,Rampart Screecher,ACHIEVEMENT,Achievement,
1378,Harvester's Dredwing,DROP,Drop,
1379,Endmire Flyer,DROP,Drop,
1382,Inquisition Gargon,DROP,Drop,
1384,Sinfall Gargon,DROP,Drop,
1573,Magenta Cloud Serpent,TRADINGPOST,Trading Post,
1385,Crypt Gargon,QUEST,Quest,
1387,Desire's Battle Gargon,DROP,Drop,
1388,Gravestone Battle Gargon,DROP,Drop,
1389,Battle Gargon Silessa,DROP,Drop,
1568,Lightforged Ruinstrider,QUEST,Quest,Alliance
1391,Loyal Gorger,QUEST,Quest,
1394,Phalynx of Loyalty,DROP,Drop,
1395,Phalynx of Humility,DROP,Drop,
1396,Phalynx of Courage,DROP,Drop,
1398,Phalynx of Purity,DROP,Drop,
1399,Eternal Phalynx of Purity,DROP,Drop,
1400,Eternal Phalynx of Courage,DROP,Drop,
1401,Eternal Phalynx of Loyalty,DROP,Drop,
1402,Eternal Phalynx of Humility,DROP,Drop,
1404,Silverwind Larion,DROP,Drop,
1425,Gilded Prowler,VENDOR,Vendor,
1426,Ascended Skymane,DROP,Drop,
1440,Pestilent Necroray,DROP,Drop,
1350,Colossal Slaughterclaw,DROP,Drop,
1351,Vicious War Spider,ACHIEVEMENT,Achievement,Alliance
1352,Vicious War Spider,ACHIEVEMENT,Achievement,Horde
1364,War-Bred Tauralus,DROP,Drop,
1365,Plaguerot Tauralus,DROP,Drop,
1366,Bonehoof Tauralus,DROP,Drop,
1367,Chosen Tauralus,ACHIEVEMENT,Achievement,
1368,Armored War-Bred Tauralus,DROP,Drop,
1369,Armored Plaguerot Tauralus,VENDOR,Vendor,
1370,Armored Bonehoof Tauralus,DROP,Drop,
1371,Armored Chosen Tauralus,ACHIEVEMENT,Achievement,
1372,Blisterback Bloodtusk,DROP,Drop,
1373,Gorespine,DROP,Drop,
1375,Lurid Bloodtusk,VENDOR,Vendor,
1421,Court Sinrunner,VENDOR,Vendor,
1437,Battle-Bound Warhound,DROP,Drop,
1436,Battle-Hardened Aquilon,VENDOR,Vendor,
1478,Skyskin Hornstrider,VENDOR,Vendor,
1484,Ardenweald Wilderling,DROP,Drop,
1690,Whelpling,,,
1485,Autumnal Wilderling,VENDOR,Vendor,
1486,Winter Wilderling,VENDOR,Vendor,
1413,Dauntless Duskrunner,VENDOR,Vendor,
1419,Sintouched Deathwalker,ACHIEVEMENT,Achievement,
1392,Pale Acidmaw,VENDOR,Vendor,
1406,Marrowfang,DROP,Drop,
1407,Callow Flayedwing,DROP,Drop,
1408,Gruesome Flayedwing,VENDOR,Vendor,
1409,Bonesewn Fleshroc,PROFESSION,Profession,
1410,Hulking Deathroc,DROP,Drop,
1411,Predatory Plagueroc,DROP,Drop,
1415,Arboreal Gulper,DROP,Drop,
1735,Cataloged Shalewing,WORLDEVENT,World Event,
1736,Boulder Hauler,VENDOR,Vendor,
1737,Sandy Shalewing,VENDOR,Vendor,
1738,Morsel Sniffer,VENDOR,Vendor,
1433,Vespoid Flutterer,PROFESSION,Profession,
1434,Deepstar Aurelid,DROP,Drop,
1575,Quawks,TRADINGPOST,Trading Post,
1423,Highwind Darkmane,DROP,Drop,
1346,Steamscale Incinerator,PETSTORE,In-Game Shop,
1428,Amber Ardenmoth,DROP,Drop,
1429,Vibrant Flutterwing,VENDOR,Vendor,
1487,Summer Wilderling,DROP,Drop,
1363,Sinful Gladiator's Soul Eater,ACHIEVEMENT,Achievement,
1414,Sinrunner Blanchy,DROP,Drop,
1539,Unsuccessful Prototype Fleetpod,PROFESSION,Profession,
1540,Scarlet Helicid,PROFESSION,Profession,
1526,Deathrunner,PROFESSION,Profession,
1681,Hailstorm Armoredon,ACHIEVEMENT,Achievement,
1528,Sundered Zerethsteed,PROFESSION,Profession,
1529,Anointed Protostag,VENDOR,Vendor,
1552,Carcinized Zerethsteed,QUEST,Quest,
1556,Tangled Dreamweaver,PROMOTION,Promotion,
1474,Bestowed Thunderspine Packleader,ACHIEVEMENT,Achievement,
1522,Heartlight Vombata,VENDOR,Vendor,
1651,Bestowed Ottuk Vanguard,DROP,Drop,
1653,Brown War Ottuk,VENDOR,Vendor,
1654,Otterworldly Ottuk Carrier,ACHIEVEMENT,Achievement,
1655,Yellow War Ottuk,VENDOR,Vendor,
1692,Wondrous Wavewhisker,PETSTORE,In-Game Shop,
1727,Tarecgosa's Visage,QUEST,Quest,
1449,Lord of the Corpseflies,DROP,Drop,
1450,Soaring Razorwing,VENDOR,Vendor,
1533,Forged Spiteflyer,PROFESSION,Profession,
1534,Buzz,PROFESSION,Profession,
1576,Jigglesworth Sr.,ACHIEVEMENT,Achievement,
1517,Bound Blizzard,PROMOTION,Promotion,
1523,Curious Crystalsniffer,PROFESSION,Profession,
1524,Darkened Vombata,PROFESSION,Profession,
1525,Adorned Vombata,PROFESSION,Profession,
1446,Tazavesh Gearglider,ACHIEVEMENT,Achievement,
1541,Genesis Crawler,PROFESSION,Profession,
1542,Tarachnid Creeper,PROFESSION,Profession,
1543,Ineffable Skitterer,PROFESSION,Profession,
1544,Wastewarped Deathwalker,ACHIEVEMENT,Achievement,
1547,Goldplate Bufonid,PROFESSION,Profession,
1553,Liberated Slyvern,DROP,Drop,
1684,Sapphire Vorquin,VENDOR,Vendor,
1683,Crimson Vorquin,VENDOR,Vendor,
1685,Bronze Vorquin,VENDOR,Vendor,
1686,Obsidian Vorquin,VENDOR,Vendor,
1521,Val'sharah Hippogryph,VENDOR,Vendor,
1535,Bronzewing Vespoid,PROFESSION,Profession,
1536,Mawdapted Raptora,PROFESSION,Profession,
1537,Raptora Swooper,PROFESSION,Profession,
1538,Bronze Helicid,PROFESSION,Profession,
1531,"Wen Lo, the River's Edge",PETSTORE,In-Game Shop,
1532,Soaring Spelltome,ACHIEVEMENT,Achievement,
1664,Guardian Vorquin,VENDOR,Vendor,
1665,Swift Armored Vorquin,VENDOR,Vendor,
1667,Armored Vorquin Leystrider,VENDOR,Vendor,
1668,Majestic Armored Vorquin,VENDOR,Vendor,
1669,Bestowed Ohuna Spotter,ACHIEVEMENT,Achievement,
1671,Duskwing Ohuna,VENDOR,Vendor,
1672,Zenet Hatchling,DROP,Drop,
1476,Wild Hunt Legsplitter,DROP,Drop,
1443,Voracious Gorger,ACHIEVEMENT,Achievement,
1451,Vicious War Croaker,DROP,Drop,Horde
1452,Vicious War Croaker,DROP,Drop,Alliance
1489,Obsidian Gravewing,VENDOR,Vendor,
1490,Sinfall Gravewing,DROP,Drop,
1491,Pale Gravewing,VENDOR,Vendor,
1492,Elysian Aquilon,DROP,Drop,
1493,Forsworn Aquilon,DROP,Drop,
1494,Ascendant's Aquilon,VENDOR,Vendor,
1495,Maldraxxian Corpsefly,DROP,Drop,
1496,Regal Corpsefly,VENDOR,Vendor,
1497,Battlefield Swarmer,VENDOR,Vendor,
1549,Shimmering Aurelid,ACHIEVEMENT,Achievement,
1599,Eternal Gladiator's Soul Eater,ACHIEVEMENT,Achievement,
1550,Depthstalker,TRADINGPOST,Trading Post,
1551,Cryptic Aurelid,ACHIEVEMENT,Achievement,
1448,Serenade,PROFESSION,Profession,
1500,Sanctum Gloomcharger,DROP,Drop,
1501,Soulbound Gloomcharger,DROP,Drop,
1502,Fallen Charger,DROP,Drop,
1503,Hand of Nilganihmaht,DROP,Drop,
1504,Hand of Salaranga,DROP,Drop,
1505,Amber Shardhide,VENDOR,Vendor,
1506,Crimson Shardhide,DROP,Drop,
1507,Darkmaul,DROP,Drop,
1508,Fierce Razorwing,DROP,Drop,
1509,Garnet Razorwing,DROP,Drop,
1510,Dusklight Razorwing,DROP,Drop,
1511,"Maelie, the Wanderer",QUEST,Quest,
1480,Unchained Gladiator's Soul Eater,ACHIEVEMENT,Achievement,
1454,Tamed Mauler,DROP,Drop,
1467,Noble Bruffalon,VENDOR,Vendor,
1455,Beryl Shardhide,DROP,Drop,
1688,Vicious Sabertooth,DROP,Drop,Alliance
1456,Sapphire Skyblazer,PROMOTION,Promotion,
1468,Amber Skitterfly,TRADINGPOST,Trading Post,
1689,Vicious Sabertooth,DROP,Drop,Horde
1477,Undying Darkhound,DROP,Drop,
1471,Vengeance,WORLDEVENT,World Event,
1520,Soultwisted Deathwalker,ACHIEVEMENT,Achievement,
1582,Savage Green Battle Turtle,TRADINGPOST,Trading Post,
1444,Viridian Phase-Hunter,PROMOTION,Promotion,
1445,Slime Serpent,DROP,Drop,
1465,Vicious Warstalker,DROP,Drop,Alliance
1466,Vicious Warstalker,DROP,Drop,Horde
1597,Grimhowl,QUEST,Quest,
1459,Vicious War Gorm,ACHIEVEMENT,Achievement,Horde
1513,Sarge's Tale,PROMOTION,Promotion,
1514,Rampaging Mauler,DROP,Drop,
1460,Vicious War Gorm,ACHIEVEMENT,Achievement,Alliance
1481,Cartel Master's Gearglider,DROP,Drop,
1469,Magmashell,DROP,Drop,
1475,Hand of Bahmethra,DROP,Drop,
1458,Wandering Ancient,PROMOTION,Promotion,
1545,Divine Kiss of Ohn'ahra,QUEST,Quest,
1795,Auspicious Arborwyrm,PETSTORE,In-Game Shop,
1546,Iskaara Trader's Ottuk,VENDOR,Vendor,
1662,Telix the Stormhorn,PROMOTION,Promotion,
1772,Scarlet Pterrordax,QUEST,Quest,Horde
1784,Royal Swarmer,TRADINGPOST,Trading Post,
1587,Zereth Overseer,DROP,Drop,
1565,Colossal Umbrahide Mawrat,ACHIEVEMENT,Achievement,
1566,Colossal Ebonclaw Mawrat,ACHIEVEMENT,Achievement,
1588,Winding Slitherdrake,ACHIEVEMENT,Achievement,
1589,Renewed Proto-Drake,ACHIEVEMENT,Achievement,
1699,Gleaming Moonbeast,PROMOTION,Promotion,
1698,Rocket Shredder 9001,PETSTORE,In-Game Shop,
1778,Gold-Toed Albatross,DROP,Drop,
1787,Windborne Velocidrake,ACHIEVEMENT,Achievement,
1824,Brown-Furred Spiky Bakar,TRADINGPOST,Trading Post,
1825,Taivan,ACHIEVEMENT,Achievement,
